,area_type,location,total_sqft,bath,price,bhk
8587,Super built-up  Area,other,1300.0,2.0,79.0,2.0
8589,Super built-up  Area,other,3500.0,4.0,350.0,4.0
8591,Built-up  Area,other,1000.0,2.0,110.0,3.0
8598,Built-up  Area,other,2400.0,3.0,260.0,3.0
8599,Super built-up  Area,other,1533.0,3.0,85.0,3.0
8603,Built-up  Area,other,2357.0,3.0,151.0,3.0
8604,Super built-up  Area,other,1170.0,2.0,105.0,2.0
8605,Super built-up  Area,other,1411.0,3.0,91.72,3.0
8607,Super built-up  Area,other,3095.0,3.0,375.0,3.0
8609,Plot  Area,other,1100.0,3.0,78.0,3.0
8611,Super built-up  Area,other,3600.0,4.0,365.0,4.0
8614,Built-up  Area,other,1945.0,3.0,120.0,3.0
8616,Super built-up  Area,other,1650.0,3.0,165.0,3.0
8617,Plot  Area,other,1550.0,2.0,150.0,3.0
8619,Built-up  Area,other,1150.0,2.0,75.0,3.0
8620,Plot  Area,other,1200.0,3.0,74.0,3.0
8621,Super built-up  Area,other,1229.0,3.0,86.03,3.0
8622,Built-up  Area,other,1030.0,2.0,61.0,2.0
8623,Built-up  Area,other,600.0,1.0,32.0,1.0
8624,Super built-up  Area,other,1165.0,2.0,135.0,2.0
8627,Built-up  Area,other,3000.0,4.0,240.0,4.0
8629,Super built-up  Area,other,1315.0,2.0,90.0,2.0
8630,Super built-up  Area,other,1210.0,2.0,72.0,2.0
8631,Super built-up  Area,other,11338.0,9.0,1000.0,6.0
8633,Plot  Area,other,30000.0,4.0,2100.0,4.0
8635,Super built-up  Area,other,1170.0,2.0,68.0,2.0
8636,Plot  Area,other,1600.0,2.0,110.0,2.0
8638,Super built-up  Area,other,1370.0,2.0,75.0,3.0
8640,Super built-up  Area,other,1980.0,3.0,224.0,3.0
8642,Super built-up  Area,other,1700.0,3.0,97.0,3.0
8643,Super built-up  Area,other,1900.0,3.0,160.0,3.0
8645,Built-up  Area,other,1100.0,2.0,75.0,2.0
8646,Built-up  Area,other,1929.0,3.0,115.0,3.0
8647,Built-up  Area,other,3161.0,4.0,214.0,4.0
8649,Plot  Area,other,3515.0,3.0,420.0,3.0
8651,Super built-up  Area,other,1100.0,2.0,70.0,2.0
8655,Super built-up  Area,other,700.0,1.0,41.0,1.0
8660,Plot  Area,other,3000.0,3.0,250.0,3.0
8661,Super built-up  Area,other,1100.0,2.0,61.0,2.0
8662,Plot  Area,other,1260.0,1.0,41.0,1.0
8663,Plot  Area,other,1500.0,1.0,37.5,1.0
8664,Built-up  Area,other,600.0,1.0,17.0,1.0
8666,Super built-up  Area,other,1165.0,2.0,75.0,2.0
8667,Plot  Area,other,1272.0,4.0,75.0,3.0
8669,Plot  Area,other,1600.0,5.0,140.0,5.0
8671,Super built-up  Area,other,1000.0,2.0,65.0,3.0
8673,Plot  Area,other,2400.0,4.0,325.0,3.0
8675,Built-up  Area,other,1463.0,1.0,142.0,2.0
8677,Super built-up  Area,other,2401.0,3.0,185.0,3.0
8678,Built-up  Area,other,1875.0,2.0,235.0,3.0
8680,Built-up  Area,other,890.0,1.0,75.0,1.0
8683,Plot  Area,other,2400.0,3.0,290.0,3.0
8685,Super built-up  Area,other,1690.0,3.0,100.0,3.0
8688,Plot  Area,other,1350.0,2.0,90.0,2.0
8689,Super built-up  Area,other,1460.0,3.0,88.0,3.0
8690,Super built-up  Area,other,1685.0,3.0,95.0,3.0
8691,Plot  Area,other,800.0,1.0,52.0,1.0
8692,Plot  Area,other,4000.0,5.0,280.0,4.0
8694,Plot  Area,other,792.0,2.0,70.0,2.0
8697,Plot  Area,other,2400.0,5.0,235.0,5.0
8700,Plot  Area,other,1500.0,2.0,85.0,3.0
8703,Super built-up  Area,other,1260.0,2.0,75.0,2.0
8705,Super built-up  Area,other,12000.0,12.0,525.0,10.0
8707,Built-up  Area,other,2820.0,3.0,285.0,3.0
8708,Built-up  Area,other,1950.0,3.0,130.0,3.0
8710,Super built-up  Area,other,1350.0,2.0,140.0,3.0
8711,Plot  Area,other,4051.0,4.0,345.0,4.0
8712,Super built-up  Area,other,2100.0,3.0,170.0,3.0
8713,Built-up  Area,other,1991.0,3.0,160.0,3.0
8715,Built-up  Area,other,1200.0,3.0,66.0,3.0
8717,Plot  Area,other,3000.0,4.0,342.0,4.0
8718,Plot  Area,other,2400.0,6.0,245.0,6.0
8721,Plot  Area,other,1375.0,2.0,105.0,2.0
8722,Super built-up  Area,other,1693.0,3.0,108.0,3.0
8729,Super built-up  Area,other,1150.0,2.0,77.5,3.0
8733,Super built-up  Area,other,1058.0,2.0,60.0,2.0
8734,Built-up  Area,other,900.0,1.0,30.0,1.0
8735,Super built-up  Area,other,1672.0,3.0,150.0,3.0
8738,Built-up  Area,other,1250.0,3.0,139.0,3.0
8739,Super built-up  Area,other,1468.0,3.0,130.0,2.0
8743,Built-up  Area,other,1480.0,2.0,145.0,3.0
8746,Super built-up  Area,other,2280.0,3.0,285.0,3.0
8747,Super built-up  Area,other,2000.0,3.0,200.0,3.0
8750,Super built-up  Area,other,1080.0,2.0,75.0,3.0
8751,Super built-up  Area,other,2400.0,2.0,150.0,3.0
8753,Super built-up  Area,other,1125.0,2.0,75.0,2.0
8754,Built-up  Area,other,1596.0,3.0,95.0,3.0
8755,Built-up  Area,other,1639.0,3.0,123.0,3.0
8757,Super built-up  Area,other,1740.0,3.0,199.0,3.0
8758,Carpet  Area,other,1372.0,2.0,90.0,3.0
8760,Super built-up  Area,other,6200.0,5.0,720.0,5.0
8763,Built-up  Area,other,925.0,2.0,63.0,2.0
8764,Plot  Area,other,1200.0,3.0,95.0,4.0
8765,Plot  Area,other,1200.0,2.0,79.0,2.0
8766,Super built-up  Area,other,2500.0,3.0,270.0,3.0
8767,Plot  Area,other,1584.0,3.0,145.0,4.0
8768,Super built-up  Area,other,1570.0,3.0,115.0,3.0
8769,Built-up  Area,other,3000.0,3.0,400.0,3.0
8773,Built-up  Area,other,1750.0,3.0,180.0,3.0
8774,Plot  Area,other,1500.0,1.0,160.0,2.0
8775,Plot  Area,other,2100.0,6.0,275.0,6.0
8777,Built-up  Area,other,705.0,1.0,36.5,1.0
8778,Super built-up  Area,other,1340.0,3.0,77.0,3.0
8782,Plot  Area,other,1260.0,1.0,41.0,1.0
8783,Plot  Area,other,1200.0,2.0,125.0,2.0
8784,Built-up  Area,other,1270.0,2.0,175.0,4.0
8785,Plot  Area,other,1200.0,3.0,130.0,3.0
8786,Super built-up  Area,other,3595.0,6.0,360.0,4.0
8788,Super built-up  Area,other,3100.0,5.0,385.0,4.0
8790,Plot  Area,other,1200.0,4.0,150.0,4.0
8791,Plot  Area,other,3259.0,3.0,270.0,3.0
8794,Built-up  Area,other,596.0,1.0,42.0,1.0
8795,Super built-up  Area,other,10000.0,16.0,550.0,16.0
8796,Plot  Area,other,1200.0,4.0,110.0,4.0
8797,Super built-up  Area,other,1910.0,3.0,190.0,3.0
8800,Built-up  Area,other,1750.0,3.0,149.0,3.0
8802,Super built-up  Area,other,985.0,2.0,63.0,2.0
8803,Super built-up  Area,other,1300.0,2.0,129.0,2.0
8804,Super built-up  Area,other,1490.0,2.0,88.0,3.0
8808,Super built-up  Area,other,650.0,1.0,30.0,1.0
8809,Super built-up  Area,other,1500.0,2.0,89.99,3.0
8810,Plot  Area,other,1350.0,4.0,145.0,4.0
8811,Super built-up  Area,other,910.0,1.0,42.0,1.0
8814,Built-up  Area,other,532.0,1.0,22.49,1.0
8815,Super built-up  Area,other,1060.0,3.0,62.0,3.0
8817,Super built-up  Area,other,1550.0,2.0,160.0,2.0
8821,Built-up  Area,other,1000.0,2.0,80.0,2.0
8823,Built-up  Area,other,1500.0,2.0,97.0,3.0
8824,Super built-up  Area,other,1865.0,4.0,140.0,3.0
8826,Built-up  Area,other,3500.0,4.0,245.0,4.0
8830,Super built-up  Area,other,1320.0,2.0,73.0,3.0
8831,Plot  Area,other,2150.0,6.0,205.0,6.0
8834,Plot  Area,other,675.0,3.0,52.0,2.0
8835,Super built-up  Area,other,1801.0,3.0,139.0,3.0
8837,Built-up  Area,other,2990.0,4.0,324.0,4.0
8838,Plot  Area,other,2400.0,2.0,160.0,2.0
8840,Built-up  Area,other,1150.0,2.0,75.0,2.0
8841,Plot  Area,other,1200.0,3.0,165.0,3.0
8848,Super built-up  Area,other,1390.0,2.0,80.0,3.0
8849,Super built-up  Area,other,1550.0,2.0,90.0,3.0
8852,Plot  Area,other,1500.0,4.0,110.0,4.0
8854,Super built-up  Area,other,1839.0,3.0,165.0,3.0
8856,Super built-up  Area,other,900.0,2.0,70.0,2.0
8858,Plot  Area,other,1500.0,3.0,149.0,3.0
8861,Plot  Area,other,750.0,2.0,50.0,1.0
8862,Built-up  Area,other,600.0,3.0,75.0,2.0
8863,Built-up  Area,other,1605.0,2.0,85.0,3.0
8866,Super built-up  Area,other,1500.0,1.0,19.5,1.0
8868,Plot  Area,other,1200.0,2.0,70.0,2.0
8869,Plot  Area,other,1200.0,2.0,160.0,2.0
8870,Super built-up  Area,other,1904.0,3.0,155.0,3.0
8871,Super built-up  Area,other,2770.0,4.0,315.0,3.0
8872,Built-up  Area,other,813.0,1.0,39.0,1.0
8875,Super built-up  Area,other,1630.0,2.0,97.78,3.0
8877,Built-up  Area,other,2425.0,4.0,173.0,4.0
8881,Built-up  Area,other,1280.0,2.0,75.0,2.0
8882,Super built-up  Area,other,735.0,1.0,75.0,1.0
8883,Built-up  Area,other,500.0,1.0,24.0,1.0
8885,Plot  Area,other,1200.0,4.0,145.0,3.0
8886,Plot  Area,other,1200.0,2.0,100.0,2.0
8887,Plot  Area,other,1200.0,3.0,160.0,3.0
8888,Super built-up  Area,other,1265.0,2.0,82.0,3.0
8891,Built-up  Area,other,1850.0,3.0,98.0,3.0
8892,Plot  Area,other,2360.0,4.0,150.0,4.0
8893,Super built-up  Area,other,1030.0,2.0,77.25,2.0
8895,Super built-up  Area,other,2000.0,3.0,160.0,3.0
8896,Built-up  Area,other,1575.0,3.0,93.0,3.0
8897,Built-up  Area,other,1300.0,2.0,70.0,3.0
8899,Super built-up  Area,other,1380.0,2.0,75.0,2.0
8904,Plot  Area,other,3100.0,3.0,250.0,3.0
8905,Built-up  Area,other,1190.0,2.0,100.0,2.0
8906,Super built-up  Area,other,1827.0,3.0,100.0,3.0
8907,Super built-up  Area,other,1500.0,3.0,95.0,3.0
8913,Super built-up  Area,other,1645.0,3.0,95.0,3.0
8914,Plot  Area,other,1200.0,4.0,140.0,4.0
8917,Super built-up  Area,other,1097.0,2.0,65.0,2.0
8918,Built-up  Area,other,1600.0,3.0,165.0,4.0
8920,Built-up  Area,other,900.0,2.0,110.0,2.0
8921,Built-up  Area,other,1200.0,2.0,125.0,2.0
8922,Super built-up  Area,other,1355.0,2.0,75.0,2.0
8924,Plot  Area,other,7500.0,4.0,900.0,4.0
8927,Super built-up  Area,other,4104.0,4.0,360.0,4.0
8928,Plot  Area,other,1150.0,3.0,110.0,4.0
8931,Plot  Area,other,2080.0,2.0,150.0,2.0
8932,Super built-up  Area,other,1505.0,2.0,90.0,2.0
8933,Plot  Area,other,1200.0,3.0,95.75,3.0
8934,Super built-up  Area,other,1810.0,4.0,148.0,3.0
8936,Super built-up  Area,other,1530.0,2.0,97.0,3.0
8941,Plot  Area,other,1500.0,2.0,130.0,3.0
8945,Super built-up  Area,other,1400.0,2.0,80.0,2.0
8946,Super built-up  Area,other,1533.0,3.0,150.0,3.0
8948,Super built-up  Area,other,3730.0,6.0,450.0,4.0
8949,Super built-up  Area,other,745.0,2.0,50.0,2.0
8951,Super built-up  Area,other,1355.0,2.0,95.0,2.0
8952,Super built-up  Area,other,833.0,1.0,49.0,1.0
8954,Super built-up  Area,other,3000.0,5.0,270.0,4.0
8955,Built-up  Area,other,1220.0,2.0,68.0,2.0
8956,Plot  Area,other,3811.0,3.0,475.0,4.0
8957,Super built-up  Area,other,1545.0,3.0,85.0,3.0
8959,Plot  Area,other,1350.0,2.0,110.0,2.0
8961,Super built-up  Area,other,1200.0,2.0,68.0,3.0
8963,Plot  Area,other,2000.0,4.0,180.0,5.0
8967,Built-up  Area,other,1280.0,4.0,115.0,4.0
8968,Plot  Area,other,1200.0,3.0,85.0,3.0
8970,Super built-up  Area,other,1655.0,3.0,155.0,3.0
8971,Super built-up  Area,other,1150.0,2.0,74.0,2.0
8973,Plot  Area,other,1200.0,2.0,108.0,3.0
8974,Super built-up  Area,other,1200.0,2.0,75.0,2.0
8979,Plot  Area,other,1500.0,2.0,203.0,2.0
8981,Plot  Area,other,1350.0,4.0,85.0,4.0
8982,Carpet  Area,other,4500.0,9.0,500.0,9.0
8985,Built-up  Area,other,1550.0,3.0,160.0,3.0
8988,Built-up  Area,other,1758.0,3.0,95.0,3.0
8989,Super built-up  Area,other,3179.0,5.0,351.0,4.0
8991,Built-up  Area,other,1200.0,3.0,85.0,2.0
8993,Built-up  Area,other,1800.0,3.0,140.0,3.0
8996,Built-up  Area,other,3900.0,4.0,333.0,4.0
8997,Plot  Area,other,2400.0,4.0,200.0,3.0
8998,Super built-up  Area,other,1645.0,3.0,87.5,3.0
9000,Super built-up  Area,other,2600.0,3.0,140.0,3.0
9001,Super built-up  Area,other,950.0,2.0,60.0,2.0
9007,Super built-up  Area,other,1900.0,3.0,205.0,3.0
9009,Super built-up  Area,other,1402.0,2.0,85.0,3.0
9010,Built-up  Area,other,1150.0,4.0,110.0,4.0
9012,Super built-up  Area,other,2100.0,3.0,240.0,3.0
9016,Plot  Area,other,1200.0,3.0,140.0,3.0
9017,Built-up  Area,other,814.0,2.0,55.0,2.0
9020,Super built-up  Area,other,1590.0,3.0,120.0,3.0
9021,Super built-up  Area,other,3754.0,6.0,430.0,4.0
9024,Super built-up  Area,other,1450.0,2.0,89.6,3.0
9026,Built-up  Area,other,1340.0,2.0,77.0,2.0
9029,Super built-up  Area,other,1665.0,3.0,105.0,3.0
9031,Plot  Area,other,2300.0,4.0,200.0,4.0
9032,Super built-up  Area,other,1210.0,2.0,76.0,2.0
9037,Super built-up  Area,other,1065.0,2.0,58.0,2.0
9040,Built-up  Area,other,1636.0,3.0,97.0,3.0
9041,Super built-up  Area,other,3600.0,4.0,450.0,4.0
9044,Plot  Area,other,1200.0,3.0,72.0,3.0
9048,Plot  Area,other,1000.0,1.0,75.0,2.0
9051,Built-up  Area,other,1170.0,2.0,86.0,2.0
9052,Plot  Area,other,4830.0,5.0,390.0,4.0
9053,Built-up  Area,other,850.0,2.0,75.0,2.0
9057,Super built-up  Area,other,2065.0,3.0,130.0,3.0
9058,Built-up  Area,other,1150.0,2.0,125.0,2.0
9061,Built-up  Area,other,2550.0,4.0,290.0,3.0
9062,Built-up  Area,other,3080.0,2.0,285.0,4.0
9064,Super built-up  Area,other,3400.0,6.0,420.0,4.0
9065,Super built-up  Area,other,450.0,1.0,25.0,1.0
9066,Super built-up  Area,other,1100.0,2.0,85.0,2.0
9071,Super built-up  Area,other,1036.0,2.0,110.0,2.0
9074,Plot  Area,other,1376.0,4.0,156.0,4.0
9078,Plot  Area,other,1100.0,5.0,121.0,4.0
9080,Super built-up  Area,other,1080.0,2.0,62.0,2.0
9084,Built-up  Area,other,1475.0,2.0,200.0,3.0
9085,Plot  Area,other,1200.0,3.0,96.25,3.0
9087,Super built-up  Area,other,2631.0,3.0,200.0,4.0
9088,Built-up  Area,other,830.0,2.0,60.0,2.0
9089,Super built-up  Area,other,1500.0,2.0,88.0,2.0
9092,Built-up  Area,other,856.0,2.0,48.0,2.0
9093,Super built-up  Area,other,1143.0,2.0,62.0,2.0
9095,Built-up  Area,other,1117.0,2.0,110.0,2.0
9096,Super built-up  Area,other,600.0,1.0,43.0,1.0
9100,Plot  Area,other,1200.0,3.0,70.0,3.0
9101,Built-up  Area,other,2675.0,4.0,290.0,4.0
9105,Built-up  Area,other,1477.0,2.0,80.0,3.0
9106,Super built-up  Area,other,3500.0,5.0,450.0,4.0
9107,Super built-up  Area,other,1793.0,3.0,98.0,3.0
9111,Plot  Area,other,1020.0,2.0,62.0,2.0
9112,Super built-up  Area,other,3563.0,6.0,310.0,4.0
9115,Super built-up  Area,other,3300.0,5.0,318.0,4.0
9116,Plot  Area,other,1200.0,3.0,165.0,3.0
9120,Super built-up  Area,other,1718.0,3.0,223.0,3.0
9121,Super built-up  Area,other,1200.0,2.0,75.0,3.0
9122,Super built-up  Area,other,985.0,2.0,55.0,2.0
9127,Built-up  Area,other,1030.0,2.0,80.0,2.0
9129,Built-up  Area,other,1150.0,2.0,69.0,2.0
9132,Super built-up  Area,other,1500.0,2.0,90.0,3.0
9133,Plot  Area,other,900.0,2.0,55.0,2.0
9138,Built-up  Area,other,1750.0,2.0,225.0,4.0
9140,Built-up  Area,other,1100.0,2.0,78.0,2.0
9141,Plot  Area,other,1180.0,2.0,74.0,2.0
9143,Super built-up  Area,other,1540.0,3.0,85.0,3.0
9145,Super built-up  Area,other,1800.0,3.0,230.0,3.0
9147,Super built-up  Area,other,2000.0,3.0,120.0,3.0
9148,Built-up  Area,other,2000.0,3.0,145.0,3.0
9149,Super built-up  Area,other,500.0,1.0,15.0,1.0
9155,Built-up  Area,other,3160.0,4.0,206.0,4.0
9156,Plot  Area,other,922.0,2.0,70.0,2.0
9157,Built-up  Area,other,850.0,2.0,72.0,2.0
9158,Plot  Area,other,1200.0,1.0,65.0,2.0
9160,Super built-up  Area,other,1233.0,2.0,100.0,2.0
9168,Plot  Area,other,1936.0,3.0,110.0,3.0
9170,Plot  Area,other,1500.0,3.0,138.0,3.0
9171,Super built-up  Area,other,700.0,2.0,43.0,2.0
9172,Built-up  Area,other,1750.0,3.0,170.0,3.0
9173,Plot  Area,other,1365.0,3.0,99.0,3.0
9174,Plot  Area,other,800.0,2.0,80.0,3.0
9177,Super built-up  Area,other,708.0,1.0,55.0,2.0
9178,Built-up  Area,other,1680.0,3.0,135.0,3.0
9179,Super built-up  Area,other,990.0,2.0,58.0,2.0
9180,Built-up  Area,other,1240.0,2.0,100.0,2.0
9181,Built-up  Area,other,1810.0,3.0,118.0,3.0
9182,Super built-up  Area,other,2005.0,3.0,240.0,3.0
9185,Built-up  Area,other,1000.0,2.0,97.0,2.0
9188,Built-up  Area,other,1430.0,3.0,78.65,3.0
9190,Built-up  Area,other,1200.0,2.0,45.0,1.0
9195,Super built-up  Area,other,840.0,1.0,75.0,1.0
9196,Super built-up  Area,other,1760.0,2.0,116.0,3.0
9197,Super built-up  Area,other,3317.5,5.0,268.5,4.0
9198,Plot  Area,other,600.0,1.0,52.0,2.0
9199,Super built-up  Area,other,1670.0,3.0,160.0,3.0
9202,Super built-up  Area,other,1200.0,2.0,75.6,3.0
9203,Plot  Area,other,2400.0,5.0,285.0,5.0
9204,Super built-up  Area,other,2100.0,4.0,150.0,4.0
9208,Built-up  Area,other,1550.0,4.0,120.0,4.0
9209,Super built-up  Area,other,905.0,2.0,50.0,2.0
9210,Super built-up  Area,other,1495.0,3.0,200.0,3.0
9212,Super built-up  Area,other,550.0,1.0,23.0,1.0
9215,Super built-up  Area,other,1080.0,2.0,75.0,3.0
9217,Super built-up  Area,other,1537.0,3.0,110.0,3.0
9218,Super built-up  Area,other,1750.0,3.0,150.0,3.0
9219,Built-up  Area,other,2800.0,7.0,250.0,7.0
9221,Super built-up  Area,other,1191.0,2.0,90.0,2.0
9224,Super built-up  Area,other,2849.0,5.0,250.0,4.0
9229,Super built-up  Area,other,827.0,2.0,45.0,2.0
9236,Super built-up  Area,other,1205.0,2.0,70.0,2.0
9240,Plot  Area,other,2200.0,4.0,160.0,3.0
9243,Super built-up  Area,other,1900.0,3.0,155.0,3.0
9244,Plot  Area,other,1200.0,1.0,95.0,2.0
9246,Super built-up  Area,other,1100.0,2.0,61.0,2.0
9247,Super built-up  Area,other,1100.0,2.0,110.0,2.0
9248,Built-up  Area,other,1942.0,3.0,155.0,3.0
9249,Plot  Area,other,1200.0,4.0,80.0,3.0
9252,Super built-up  Area,other,1515.0,3.0,90.0,3.0
9255,Plot  Area,other,1200.0,4.0,95.0,4.0
9261,Built-up  Area,other,1200.0,1.0,69.0,1.0
9262,Super built-up  Area,other,1717.0,3.0,99.0,3.0
9264,Plot  Area,other,1200.0,1.0,48.0,1.0
9265,Built-up  Area,other,1430.0,2.0,78.65,3.0
9267,Super built-up  Area,other,1190.0,2.0,70.0,2.0
9269,Super built-up  Area,other,2690.0,4.0,185.0,4.0
9270,Built-up  Area,other,1800.0,5.0,250.0,4.0
9271,Super built-up  Area,other,1594.0,3.0,99.0,3.0
9272,Super built-up  Area,other,1250.0,2.0,68.0,2.0
9273,Plot  Area,other,1290.0,1.0,77.5,2.0
9275,Super built-up  Area,other,1464.0,2.0,145.0,2.0
9276,Plot  Area,other,1200.0,2.0,75.0,2.0
9278,Super built-up  Area,other,1050.0,4.0,90.0,4.0
9280,Super built-up  Area,other,1485.0,2.0,156.0,3.0
9281,Super built-up  Area,other,2070.0,3.0,135.0,3.0
9284,Super built-up  Area,other,800.0,2.0,55.0,2.0
9286,Super built-up  Area,other,1480.0,2.0,125.0,3.0
9288,Super built-up  Area,other,1500.0,2.0,130.0,2.0
9289,Super built-up  Area,other,2010.0,3.0,125.0,3.0
9290,Super built-up  Area,other,1504.0,2.0,100.0,3.0
9292,Super built-up  Area,other,1602.0,2.0,165.0,3.0
9293,Plot  Area,other,1200.0,4.0,130.0,4.0
9294,Built-up  Area,other,1800.0,3.0,220.0,3.0
9300,Super built-up  Area,other,1862.0,3.0,120.0,3.0
9301,Built-up  Area,other,2700.0,3.0,200.0,3.0
9302,Built-up  Area,other,1677.0,3.0,98.0,3.0
9304,Built-up  Area,other,1490.0,2.0,115.0,3.0
9306,Super built-up  Area,other,1740.0,3.0,120.0,3.0
9307,Super built-up  Area,other,1020.0,2.0,60.0,2.0
9308,Super built-up  Area,other,550.0,1.0,16.0,1.0
9311,Plot  Area,other,3664.0,3.0,325.0,3.0
9312,Plot  Area,other,690.0,2.0,42.0,2.0
9313,Super built-up  Area,other,1520.0,3.0,111.0,3.0
9315,Plot  Area,other,1200.0,4.0,86.0,4.0
9316,Super built-up  Area,other,1250.0,2.0,90.0,2.0
9317,Super built-up  Area,other,1900.0,2.0,190.0,3.0
9320,Super built-up  Area,other,1602.0,2.0,170.0,3.0
9321,Super built-up  Area,other,1230.0,2.0,70.0,2.0
9322,Super built-up  Area,other,1600.0,3.0,95.0,3.0
9323,Built-up  Area,other,450.0,1.0,60.0,1.0
9324,Super built-up  Area,other,600.0,2.0,23.0,1.0
9326,Built-up  Area,other,3463.0,6.0,310.0,4.0
9327,Plot  Area,other,1200.0,2.0,85.0,2.0
9330,Super built-up  Area,other,2000.0,4.0,130.0,3.0
9331,Plot  Area,other,1350.0,4.0,140.0,4.0
9334,Super built-up  Area,other,1175.0,2.0,79.0,2.0
9336,Super built-up  Area,other,1112.0,2.0,68.0,2.0
9339,Built-up  Area,other,1158.0,2.0,75.0,2.0
9342,Super built-up  Area,other,1200.0,2.0,90.0,2.0
9344,Plot  Area,other,800.0,3.0,60.0,3.0
9345,Plot  Area,other,2000.0,2.0,160.0,2.0
9349,Plot  Area,other,2679.0,5.0,280.0,4.0
9350,Plot  Area,other,1230.0,2.0,75.0,2.0
9353,Plot  Area,other,2400.0,2.0,135.0,2.0
9354,Plot  Area,other,880.0,2.0,48.0,2.0
9359,Super built-up  Area,other,1022.0,2.0,57.0,2.0
9360,Plot  Area,other,1200.0,2.0,76.0,2.0
9363,Super built-up  Area,other,1605.0,3.0,100.0,3.0
9364,Built-up  Area,other,1542.0,3.0,98.0,3.0
9367,Super built-up  Area,other,1333.0,2.0,77.27,2.0
9368,Built-up  Area,other,1100.0,3.0,110.0,3.0
9369,Built-up  Area,other,1050.0,2.0,70.0,2.0
9373,Plot  Area,other,1200.0,4.0,165.0,4.0
9374,Built-up  Area,other,1100.0,2.0,145.0,3.0
9376,Plot  Area,other,1200.0,3.0,99.0,3.0
9379,Super built-up  Area,other,1000.0,2.0,60.0,2.0
9380,Built-up  Area,other,5720.0,3.0,350.0,3.0
9382,Super built-up  Area,other,1012.0,2.0,59.0,2.0
9385,Built-up  Area,other,1200.0,4.0,140.0,4.0
9386,Plot  Area,other,600.0,2.0,39.0,2.0
9389,Super built-up  Area,other,1700.0,3.0,111.0,3.0
9393,Built-up  Area,other,1780.0,3.0,110.0,3.0
9395,Plot  Area,other,1080.0,3.0,149.0,3.0
9396,Built-up  Area,other,900.0,2.0,65.0,3.0
9398,Plot  Area,other,1200.0,3.0,160.0,4.0
9399,Super built-up  Area,other,1540.0,3.0,85.0,3.0
9400,Super built-up  Area,other,2456.0,3.0,220.0,3.0
9402,Plot  Area,other,1530.0,2.0,185.0,2.0
9405,Super built-up  Area,other,1717.0,3.0,120.0,3.0
9408,Built-up  Area,other,1475.0,2.0,171.0,2.0
9410,Built-up  Area,other,650.0,1.0,16.0,1.0
9412,Super built-up  Area,other,1504.0,2.0,102.0,3.0
9414,Super built-up  Area,other,1800.0,4.0,145.0,4.0
9415,Super built-up  Area,other,3000.0,4.0,240.0,4.0
9417,Carpet  Area,other,1625.0,3.0,92.0,3.0
9418,Super built-up  Area,other,2400.0,4.0,250.0,4.0
9421,Super built-up  Area,other,1490.0,2.0,92.0,3.0
9423,Super built-up  Area,other,1044.0,2.0,60.0,2.0
9429,Super built-up  Area,other,2400.0,8.0,325.0,9.0
9433,Super built-up  Area,other,1293.0,2.0,75.0,2.0
9435,Built-up  Area,other,860.0,2.0,65.5,2.0
9436,Super built-up  Area,other,1374.0,2.0,88.0,3.0
9440,Built-up  Area,other,2000.0,2.0,160.0,4.0
9441,Super built-up  Area,other,834.0,1.0,62.0,1.0
9442,Plot  Area,other,600.0,1.0,52.0,1.0
9443,Built-up  Area,other,800.0,2.0,52.0,3.0
9444,Super built-up  Area,other,2000.0,4.0,135.0,4.0
9445,Super built-up  Area,other,2750.0,3.0,260.0,3.0
9449,Super built-up  Area,other,1280.0,2.0,90.0,2.0
9451,Super built-up  Area,other,2075.0,3.0,175.0,3.0
9454,Plot  Area,other,1050.0,4.0,90.0,4.0
9460,Plot  Area,other,900.0,3.0,105.0,2.0
9463,Super built-up  Area,other,1350.0,3.0,75.0,3.0
9465,Super built-up  Area,other,470.0,2.0,10.0,1.0
9467,Plot  Area,other,1313.0,4.0,150.0,3.0
9468,Super built-up  Area,other,2515.0,4.0,155.0,3.0
9471,Super built-up  Area,other,2665.0,3.0,350.0,3.0
9473,Super built-up  Area,other,3500.0,5.0,450.0,4.0
9475,Super built-up  Area,other,1140.0,3.0,145.0,4.0
9481,Plot  Area,other,2400.0,5.0,300.0,6.0
9483,Super built-up  Area,other,1235.0,2.0,140.0,2.0
9485,Built-up  Area,other,3200.0,3.0,260.0,3.0
9486,Built-up  Area,other,1450.0,3.0,90.0,3.0
9487,Super built-up  Area,other,3754.0,6.0,480.0,4.0
9488,Super built-up  Area,other,1893.0,3.0,115.0,3.0
9491,Built-up  Area,other,1200.0,2.0,100.0,3.0
9492,Built-up  Area,other,1205.0,2.0,70.0,2.0
9493,Plot  Area,other,1500.0,3.0,90.0,3.0
9495,Super built-up  Area,other,1250.0,2.0,67.0,2.0
9498,Built-up  Area,other,375.0,1.0,26.0,1.0
9499,Plot  Area,other,800.0,3.0,59.5,2.0
9501,Super built-up  Area,other,1400.0,2.0,85.0,2.0
9502,Built-up  Area,other,1800.0,2.0,100.0,3.0
9503,Super built-up  Area,other,925.0,2.0,70.0,2.0
9506,Built-up  Area,other,3500.0,2.0,350.0,4.0
9509,Super built-up  Area,other,2100.0,4.0,255.0,3.0
9510,Built-up  Area,other,400.0,1.0,35.0,1.0
9513,Built-up  Area,other,2400.0,5.0,180.0,4.0
9514,Super built-up  Area,other,6000.0,1.0,276.0,1.0
